path_key,path_metadata,label,source_label,source_key,source_name,caption,combined_v3,convnext_tiny_frozen,physics_guided,resnet18,scp_fusion_v0,prediction_path,image_path,primary_score,primary_predicted_fake,score_min,score_max,score_spread,lowest_method,highest_method
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000061.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000061.jpg,0,0,0,real,A lone bird contemplates life while resting on top of a mound.,0.9647856950759888,0.9790688157081604,0.8407697677612305,0.6960453391075134,0.9679203234847352,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000061.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000061.jpg,0.9679203234847352,True,0.6960453391075134,0.9790688157081604,0.283023476600647,resnet18,convnext_tiny_frozen
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000241.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000241.jpg,0,0,0,real,The bird sits on a thin branch near berries.,0.8588188290596008,0.8398324251174927,0.98837810754776,0.6888658404350281,0.955226564971594,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000241.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000241.jpg,0.955226564971594,True,0.6888658404350281,0.98837810754776,0.29951226711273193,resnet18,physics_guided
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000400.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000400.jpg,0,0,0,real,A white sink sitting under a bathroom mirror.,0.8278228044509888,0.8693962693214417,0.621038019657135,0.9986441731452942,0.950218450271837,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000400.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000400.jpg,0.950218450271837,True,0.621038019657135,0.9986441731452942,0.3776061534881592,physics_guided,resnet18
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000103.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000103.jpg,0,0,0,real,A stuffed toy sitting at a dining table with a frosted cake and cups.,0.6829787492752075,0.9417216777801514,0.1216813772916793,0.8398033976554871,0.8310130749225346,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000103.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000103.jpg,0.8310130749225346,True,0.1216813772916793,0.9417216777801514,0.8200403004884721,physics_guided,convnext_tiny_frozen
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000198.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000198.jpg,0,0,0,real,A person standing on a loading platform next to a  train.,0.6021457314491272,0.991061508655548,0.7534138560295105,0.1465849429368972,0.8290691947701773,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000198.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000198.jpg,0.8290691947701773,True,0.1465849429368972,0.991061508655548,0.8444765657186508,resnet18,convnext_tiny_frozen
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000407.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000407.jpg,0,0,0,real,A sheep eats grass alone by a lake,0.0766657292842865,0.9639238715171814,0.5724192261695862,0.8186792135238647,0.8258929821458149,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000407.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000407.jpg,0.8258929821458149,True,0.0766657292842865,0.9639238715171814,0.8872581422328949,combined_v3,convnext_tiny_frozen
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000089.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000089.jpg,0,0,0,real,a gray bird about to perch on a branch,0.8188279271125793,0.7625348567962646,0.7466097474098206,0.3414003551006317,0.8244933145930106,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000089.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000089.jpg,0.8244933145930106,True,0.3414003551006317,0.8244933145930106,0.48309295949237885,resnet18,scp_fusion_v0
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000114.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000114.jpg,0,0,0,real,A bathroom with towels draped of the curtain rod ,0.636695384979248,0.8192524909973145,0.5724964141845703,0.570918083190918,0.8205951337571917,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000114.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000114.jpg,0.8205951337571917,True,0.570918083190918,0.8205951337571917,0.24967705056627376,resnet18,scp_fusion_v0
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000355.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000355.jpg,0,0,0,real,A large number of motorcycles parked along side each other in a row.,0.1093453988432884,0.9908876419067384,0.1651032119989395,0.959331750869751,0.7552277771974981,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000355.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000355.jpg,0.7552277771974981,True,0.1093453988432884,0.9908876419067384,0.88154224306345,combined_v3,convnext_tiny_frozen
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000223.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000223.jpg,0,0,0,real,A train coming on the tracks  on a sunny day ,0.2129274010658264,0.6509037613868713,0.7728271484375,0.7334022521972656,0.7292922139769802,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000223.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000223.jpg,0.7292922139769802,True,0.2129274010658264,0.7728271484375,0.5598997473716736,combined_v3,physics_guided
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000009.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000009.jpg,0,0,0,real,A man and a woman in wedding attire feeding a giraffe.,0.8587130308151245,0.7134138345718384,0.4740254282951355,0.3697927892208099,0.7182845986452272,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000009.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000009.jpg,0.7182845986452272,True,0.3697927892208099,0.8587130308151245,0.48892024159431463,resnet18,combined_v3
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000483.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000483.jpg,0,0,0,real,An empty modern kitchen is lit at night,0.4541475772857666,0.8225274682044983,0.1915278434753418,0.7681030631065369,0.6939968667808071,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000483.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000483.jpg,0.6939968667808071,True,0.1915278434753418,0.8225274682044983,0.6309996247291565,physics_guided,convnext_tiny_frozen
